value,Koppen_Class,Category
TX_Coke,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Coleman,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Collingsworth,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Comal,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Concho,"BSh  Arid, steppe, hot",Non Speciality Crop
TX_Cottle,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Crane,"BWh  Arid, desert, hot",Non Speciality Crop
TX_Crockett,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Crosby,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Culberson,"BWk  Arid, desert, cold",Non Speciality Crop
TX_Dawson,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Deaf Smith,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Delta,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Denton,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Dewitt,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Dickens,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Dimmit,"BSh  Arid, steppe, hot",Non Speciality Crop
TX_Donley,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Duval,"BSh  Arid, steppe, hot",Non Speciality Crop
TX_Ector,"BWh  Arid, desert, hot",Non Speciality Crop
TX_Edwards,"BSh  Arid, steppe, hot",Non Speciality Crop
TX_Fisher,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Floyd,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Foard,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Franklin,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Freestone,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Galveston,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Garza,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Goliad,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Gray,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Gregg,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Hall,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Hansford,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Hardeman,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Harrison,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Haskell,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Hays,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Hemphill,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Hill,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Hockley,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Hopkins,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Howard,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Hutchinson,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Irion,"BSh  Arid, steppe, hot",Non Speciality Crop
TX_Jack,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Jackson,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Jasper,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Jeff Davis,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Jim Hogg,"BSh  Arid, steppe, hot",Non Speciality Crop
TX_Jim Wells,"BSh  Arid, steppe, hot",Non Speciality Crop
TX_Jones,"BSh  Arid, steppe, hot",Non Speciality Crop
TX_Karnes,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Kendall,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Kenedy,"BSh  Arid, steppe, hot",Non Speciality Crop
TX_Kent,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Kerr,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_King,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Kinney,"BSh  Arid, steppe, hot",Non Speciality Crop
TX_Kleberg,"BSh  Arid, steppe, hot",Non Speciality Crop
TX_Knox,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_La Salle,"BSh  Arid, steppe, hot",Non Speciality Crop
TX_Leon,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Liberty,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Lipscomb,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Live Oak,"BSh  Arid, steppe, hot",Non Speciality Crop
TX_Loving,"BWh  Arid, desert, hot",Non Speciality Crop
TX_Lynn,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Marion,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Martin,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Mason,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_McCulloch,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_McLennan,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_McMullen,"BSh  Arid, steppe, hot",Non Speciality Crop
TX_Mills,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Mitchell,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Montgomery,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Moore,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Morris,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Motley,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Nacogdoches,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Newton,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Nolan,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Nueces,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Ochiltree,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Oldham,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Orange,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Panola,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Polk,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Potter,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Presidio,"BWh  Arid, desert, hot",Non Speciality Crop
TX_Rains,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Randall,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Reagan,"BSh  Arid, steppe, hot",Non Speciality Crop
TX_Real,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Refugio,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Roberts,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Rockwall,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Runnels,"BSh  Arid, steppe, hot",Non Speciality Crop
TX_Rusk,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Sabine,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_San Augustine,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_San Jacinto,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_San Patricio,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Schleicher,"BSh  Arid, steppe, hot",Non Speciality Crop
TX_Scurry,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Shackelford,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Shelby,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Sherman,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Starr,"BSh  Arid, steppe, hot",Non Speciality Crop
TX_Stephens,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Sterling,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Stonewall,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Sutton,"BSh  Arid, steppe, hot",Non Speciality Crop
TX_Tarrant,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Taylor,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Terrell,"BSh  Arid, steppe, hot",Non Speciality Crop
TX_Throckmorton,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Titus,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Tom Green,"BSh  Arid, steppe, hot",Non Speciality Crop
TX_Trinity,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Tyler,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Upshur,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Val Verde,"BSh  Arid, steppe, hot",Non Speciality Crop
TX_Ward,"BWh  Arid, desert, hot",Non Speciality Crop
TX_Webb,"BSh  Arid, steppe, hot",Non Speciality Crop
TX_Wheeler,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Wichita,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Wilbarger,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Winkler,"BWh  Arid, desert, hot",Non Speciality Crop
TX_Young,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
UT_Beaver,"BWk  Arid, desert, cold",Non Speciality Crop
UT_Carbon,"BSk  Arid, steppe, cold",Non Speciality Crop
UT_Daggett,"BSk  Arid, steppe, cold",Non Speciality Crop
UT_Duchesne,"BSk  Arid, steppe, cold",Non Speciality Crop
UT_Emery,"BWk  Arid, desert, cold",Non Speciality Crop
UT_Garfield,"BWk  Arid, desert, cold",Non Speciality Crop
UT_Grand,"BWk  Arid, desert, cold",Non Speciality Crop
UT_Iron,"BSk  Arid, steppe, cold",Non Speciality Crop
UT_Juab,"BWk  Arid, desert, cold",Non Speciality Crop
UT_Kane,"BWk  Arid, desert, cold",Non Speciality Crop
UT_Millard,"BWk  Arid, desert, cold",Non Speciality Crop
UT_Morgan,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
UT_Piute,"BSk  Arid, steppe, cold",Non Speciality Crop
UT_Rich,"BSk  Arid, steppe, cold",Non Speciality Crop
UT_San Juan,"BSk  Arid, steppe, cold",Non Speciality Crop
UT_Sanpete,"BSk  Arid, steppe, cold",Non Speciality Crop
UT_Sevier,"BSk  Arid, steppe, cold",Non Speciality Crop
UT_Summit,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
UT_Tooele,"BWk  Arid, desert, cold",Non Speciality Crop
UT_Uintah,"BWk  Arid, desert, cold",Non Speciality Crop
UT_Wasatch,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
UT_Wayne,"BWk  Arid, desert, cold",Non Speciality Crop
VT_Caledonia,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
VT_Essex,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
VT_Grand Isle,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
VT_Lamoille,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
VT_Orleans,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
VA_Alexandria,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Alleghany,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
VA_Amelia,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Amherst,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Appomattox,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Arlington,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Bath,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
VA_Bedford City,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Bedford,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Bland,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
VA_Bristol,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Brunswick,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Buchanan,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Buckingham,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Buena Vista,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Campbell,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Charles City,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Charlotte,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Charlottesville,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Chesapeake,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Chesterfield,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Clarke,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
VA_Clifton Forge City,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Colonial Heights,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Covington,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Craig,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
VA_Culpeper,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Cumberland,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Danville,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Dickenson,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Dinwiddie,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Emporia,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Essex,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Fairfax City,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Fairfax,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Falls Church,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Floyd,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Fluvanna,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Franklin,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Fredericksburg,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Galax,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Giles,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
VA_Gloucester,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Goochland,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Greene,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Greensville,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Harrisonburg,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Henrico,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Henry,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Highland,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
VA_Hopewell,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Isle of Wight,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_James City,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_King and Queen,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_King George,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_King William,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Lee,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Lexington,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Loudoun,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
VA_Louisa,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Lunenburg,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Lynchburg,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Madison,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Manassas Park,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Manassas,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Martinsville,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Mecklenburg,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Middlesex,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Montgomery,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
VA_New Kent,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Norfolk,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Norton,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Nottoway,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Page,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
VA_Petersburg,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Pittsylvania,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Portsmouth,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Powhatan,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Prince Edward,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Prince George,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Prince William,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Pulaski,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
VA_Radford,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
VA_Rappahannock,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
VA_Richmond,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Roanoke City,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Roanoke,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
VA_Rockbridge,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Russell,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Salem,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
VA_Scott,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Shenandoah,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
VA_Smyth,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Spotsylvania,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Stafford,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Staunton,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
VA_Suffolk,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Surry,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Sussex,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Tazewell,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Virginia Beach,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Warren,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
VA_Washington,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Waynesboro,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Williamsburg,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Winchester,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
VA_Wise,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
VA_Wythe,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
VA_York,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
WA_Asotin,"BSk  Arid, steppe, cold",Non Speciality Crop
WA_Columbia,"Dsb  Cold, dry summer, warm summer",Non Speciality Crop
WA_Douglas,"BSk  Arid, steppe, cold",Non Speciality Crop
WA_Ferry,"BSk  Arid, steppe, cold",Non Speciality Crop
WA_Garfield,"Dsb  Cold, dry summer, warm summer",Non Speciality Crop
WA_Island,"Csb  Temperate, dry summer, warm summer",Non Speciality Crop
WA_Jefferson,"Cfb  Temperate, no dry season, warm summer",Non Speciality Crop
WA_Kitsap,"Csb  Temperate, dry summer, warm summer",Non Speciality Crop
WA_Mason,"Csb  Temperate, dry summer, warm summer",Non Speciality Crop
WA_Pend Oreille,"Dsb  Cold, dry summer, warm summer",Non Speciality Crop
WA_Skamania,"Dsb  Cold, dry summer, warm summer",Non Speciality Crop
